0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,1.2101,2,3,6
0.15,0.3,0.35,0.5,0.7,0.9,1.2,2,3,6
